Acession code	Predicted	True
Q9D513	0	0
Q925D4	0	0
Q01359	0	0
P36152	0	0
Q8N163	0	0
P47027	0	0
Q9CAC5	0	0
Q09902	0	0
O19907	0	0
P22293	0	0
Q9SLJ2	0	0
P21761	0	0
Q9S720	0	0
Q9N5R9	0	0
Q6P5E8	0	0
Q9LPZ4	0	0
Q3T0L3	0	0
Q9TLU9	0	0
Q9S816	0	0
Q09100	0	0
Q06211	0	0
Q03761	0	0
P19212	0	0
B2RVW2	1	0
Q9VXE6	0	0
Q00912	0	0
P57728	0	0
A0A0B4J1F4	0	0
O14188	0	0
Q9M7I9	0	0
F4IV16	0	0
Q6ZC03	0	0
P54622	0	0
Q9FFG0	0	0
Q8VEK3	0	0
Q9FJH5	0	0
Q9I9L7	0	0
P48331	0	0
Q04839	0	0
F8VPU2	0	0
Q9W7F2	0	0
Q21988	0	0
Q9Z311	0	0
Q62792	0	0
Q80TN7	0	0
Q90578	0	0
Q5M775	0	0
Q9JJ28	0	0
Q10369	0	0
F1MH24	0	0
P39952	0	0
Q27368	0	0
P47093	0	0
Q5AJU7	0	0
Q9VHJ6	0	0
Q8GWA7	0	0
Q8NBA8	0	0
Q8K3Y6	0	0
O94522	0	0
O94875	0	0
P42731	0	0
Q5XV40	0	0
Q8W5B1	0	0
P53437	0	0
G5EBH1	0	0
Q9CQJ4	0	0
P40387	0	0
Q9JL04	0	0
P53068	0	0
U9W8F2	0	0
Q9BW66	0	0
Q94EH2	0	0
Q9H7D0	0	0
O78501	0	0
Q9H3Z4	0	0
Q12349	0	0
Q9H3S7	0	0
Q58FA4	0	0
O95104	0	0
P30429	0	0
P07266	0	0
Q7SGU0	0	0
Q9VLL3	0	0
Q15029	0	0
Q9FVV7	0	0
Q12530	0	0
Q07534	0	0
P0DJH6	0	0
G5ECN5	0	0
Q1XDL5	0	0
P40565	0	0
Q4QZZ9	0	0
J3QMI4	0	0
P40073	0	0
P42159	0	0
Q9BUK6	0	0
G5DBJ0	0	0
Q9V9W8	0	0
Q99321	0	0
Q8LEG1	0	0
A1L167	0	0
P41991	0	0
P26755	0	0
Q09720	0	0
Q7SHB2	0	0
P14233	0	0
Q9M8K7	0	0
P28370	0	0
Q9DBD5	0	0
Q03771	0	0
Q8BHN1	0	0
Q42855	0	0
Q4QSC8	0	0
O13858	0	0
Q14192	0	0
Q3UHA3	0	0
P51191	1	0
Q12066	0	0
P43572	0	0
P84722	0	0
P83183	0	0
O74769	0	0
P38880	0	0
Q8N8R5	1	0
Q9CQP8	0	0
Q9UTI5	0	0
Q9GZS1	0	0
Q9ESJ1	0	0
Q9H0H0	0	0
Q09275	0	0
Q33884	0	0
Q9P7S9	0	0
P28074	0	0
Q2LCP1	0	0
Q2TBI6	1	0
Q9I9N6	0	0
Q8K4H1	0	0
Q8RXD3	0	0
P41814	0	0
H0YL14	0	0
Q06625	0	0
Q9C8J7	0	0
B6DMK2	0	0
Q85G11	0	0
Q9UTM0	0	0
Q8WUX2	0	0
P36053	0	0
P18412	0	0
Q924H7	0	0
P24391	0	0
Q9LEX1	1	0
Q9JJP2	0	0
P34283	0	0
Q14149	0	0
O17386	0	0
B8BDQ4	0	0
Q8SVD3	0	0
Q8BRN9	0	0
Q9Y7L4	0	0
Q10332	0	0
Q4V5R4	0	0
O94385	0	0
Q9P7Z6	0	0
Q7K3D8	0	0
Q96330	0	0
O94389	0	0
P61218	0	0
Q9LW57	0	0
P24813	0	0
Q53TN4	1	0
A1A6M1	0	0
E9QAU8	0	0
P54791	0	0
D2K8N5	0	0
Q9ES52	0	0
Q9LVZ5	0	0
Q7SB95	0	0
Q3TPJ7	0	0
Q02888	0	0
Q6FI81	0	0
Q96JP5	0	0
F4J284	0	0
Q7Z7G2	0	0
Q5XG73	1	0
O13706	0	0
Q03373	0	0
Q91605	0	0
P35192	0	0
Q6TAS3	0	0
O74835	0	0
P49164	0	0
Q8S2G4	0	0
P97287	0	0
Q96LW4	0	0
Q9BYN7	0	0
O77480	0	0
P35734	0	0
Q7S711	0	0
Q9W539	0	0
Q9VN45	0	0
P12811	0	0
P19535	0	0
Q9VL76	0	0
Q21738	0	0
Q9GRX6	0	0
P53067	0	0
Q9UUH5	0	0
P25364	0	0
P10862	0	0
P34707	0	0
Q9URW9	0	0
P22561	0	0
Q9STY4	0	0
Q8SWR3	0	0
Q96E35	0	0
O15392	0	0
Q96EA4	0	0
Q28205	0	0
Q6DBN2	0	0
P06701	0	0
P51556	0	0
Q9NX70	0	0
O94818	0	0
Q86WR0	0	0
P07209	0	0
P58135	0	0
Q74ZL3	0	0
O60169	0	0
O42637	0	0
O08781	0	0
Q7Z410	0	0
P36130	0	0
P40380	0	0
P31920	0	0
P32903	1	0
Q59NP1	0	0
Q9UTL9	0	0
Q98TA5	0	0
F4IN23	0	0
Q0VAA5	0	0
P47006	0	0
Q7L804	0	0
Q5M755	0	0
Q1ACG9	0	0
O60063	0	0
Q9UJX3	0	0
Q8JHF4	0	0
P36525	0	0
Q4WR83	0	0
Q85G31	0	0
Q86TG7	0	0
Q9NUL5	0	0
Q9H5V7	0	0
P29350	0	0
P34909	0	0
Q16853	1	0
Q9DAT5	1	0
A2CI50	0	0
Q9SYQ0	0	0
Q17336	0	0
Q9M394	0	0
P47050	0	0
P81450	0	0
H2L0H5	0	0
Q9JIY2	0	0
O75004	0	0
Q9SGY2	0	0
Q9Y5Q9	0	0
O14802	0	0
P56785	0	0
P93203	0	0
P82338	0	0
Q3UZ39	0	0
Q9BWN1	0	0
Q90328	0	0
Q9M0S5	0	0
Q6PJT7	0	0
Q9SU30	0	0
Q9VPD5	0	0
Q9UTI1	0	0
Q9V444	0	0
P32322	0	0
Q7TNB4	0	0
Q9VNB5	0	0
Q04891	0	0
F4IMQ0	0	0
Q5DT39	0	0
Q96FX2	0	0
Q9SKZ5	0	0
Q10331	0	0
Q9UMS0	0	0
Q8BY35	0	0
A6QPQ5	0	0
Q0WP44	0	0
Q4W9R0	0	0
O14497	0	0
Q9NY87	0	0
Q02685	0	0
P82139	0	0
Q7Z3B3	0	0
Q9HFF5	0	0
Q12182	0	0
O70572	0	0
Q96EB1	0	0
Q9LW29	0	0
Q0D135	0	0
Q9QXV1	0	0
P0DKM0	0	0
Q1XDC5	0	0
Q9CWR0	0	0
Q70Z53	0	0
P25626	0	0
P53136	0	0
Q5VTB9	0	0
Q8SX83	0	0
P35817	0	0
Q1MTN7	0	0
Q9LZB8	0	0
Q9Y291	0	0
Q07053	0	0
P53914	0	0
Q9WV78	0	0
P29344	0	0
Q06524	0	0
F4HXU3	0	0
P07272	0	0
Q8IVH4	0	0
O13727	0	0
P13346	0	0
P53148	0	0
Q8GW29	0	0
O95163	0	0
Q9M1I7	0	0
P78540	0	0
O95714	0	0
Q0WSX8	0	0
Q5Z807	0	0
Q6PCG6	0	0
Q92629	0	0
O60832	0	0
P38228	0	0
O60138	0	0
Q9ERG0	0	0
O60381	0	0
Q156A1	0	0
Q8WYA6	0	0
Q7L8L6	0	0
P48332	1	0
P06774	0	0
P08153	0	0
Q04264	0	0
Q94AT3	0	0
Q9LVW6	0	0
Q9BQL6	0	0
P38110	0	0
Q12704	0	0
Q69ZK0	0	0
P0DO23	0	0
A2IDD5	0	0
P25459	0	0
O60185	0	0
O88286	0	0
Q942A1	0	0
P27815	0	0
Q7KN62	0	0
P53869	0	0
P16550	0	0
Q9USY4	0	0
Q9P7H8	0	0
Q12102	0	0
Q12974	0	0
Q84LK0	0	0
Q90ZF9	0	0
Q9UTD5	0	0
P31916	0	0
Q9FXT6	0	0
Q5PP51	0	0
O13982	0	0
Q9P2Y4	0	0
Q9M5P3	0	0
P70444	0	0
Q9UW82	0	0
Q5HYI7	0	0
P07666	0	0
B1AWL2	0	0
P33447	0	0
O14122	0	0
P00319	0	0
P36517	0	0
O14336	0	0
Q9FLD5	0	0
P57742	0	0
Q9M2V1	0	0
Q86VD7	0	0
Q06163	0	0
Q557E7	0	0
Q9QZQ8	0	0
O15294	0	0
O42911	0	0
G5ECC7	0	0
P46995	0	0
P16862	0	0
Q96HJ9	0	0
Q5VWP2	0	0
Q8GUL2	0	0
P24278	0	0
P32314	0	0
P36214	0	0
Q95TS5	0	0
Q12149	0	0
Q9P013	0	0
Q5GH66	1	0
O23342	0	0
Q9HGN8	0	0
Q36580	0	0
P53734	0	0
Q21227	0	0
P39956	0	0
Q9NYH9	0	0
Q969V5	0	0
Q07551	0	0
F4KDN0	0	0
P34343	0	0
A0A2K8FQU5	0	0
Q9BXW9	0	0
P53317	0	0
Q3E6R5	0	0
Q8C784	0	0
O22267	1	0
O00180	0	0
O94535	0	0
Q6ZNA4	0	0
Q9H0F6	0	0
Q9LK34	0	0
Q641G7	0	0
P46720	0	0
Q9U9I5	0	0
Q9VBX1	0	0
Q1XDT5	0	0
P49406	0	0
P38205	0	0
Q05048	0	0
Q3E823	0	0
Q9M9X4	0	0
Q9P7J0	0	0
P47116	0	0
Q9USL4	0	0
P0C2X8	0	0
O78420	0	0
P56382	0	0
Q9ZQI7	0	0
Q9GZR1	0	0
Q01992	0	0
Q96VG0	0	0
Q9LKW9	0	0
O13881	0	0
Q9FNC9	0	0
Q5F1R6	0	0
Q9FYB5	0	0
P24846	0	0
P07247	0	0
O94278	0	0
D0EL35	0	0
P53193	0	0
Q05568	0	0
O88477	0	0
P86924	0	0
Q9V466	0	0
P87229	0	0
Q8N3J2	0	0
P14737	0	0
Q8WYQ3	0	0
Q3TUL7	0	0
O08773	0	0
Q8HG02	0	0
Q6I9Y2	0	0
Q62187	0	0
Q9FGW9	0	0
Q1K699	0	0
Q9P7M1	0	0
Q9NZN9	0	0
Q66K74	1	0
Q15126	0	0
Q9UTE1	0	0
Q08622	0	0
P53352	0	0
Q12513	0	0
Q9SR77	0	0
O00291	0	0
Q9LTK0	0	0
O55035	0	0
Q68CP9	0	0
Q86V97	0	0
Q8L7C9	0	0
Q9LZA5	0	0
Q501F9	0	0
P22812	0	0
P36094	0	0
Q9W252	0	0
A2XFC1	0	0
A0A087X1C5	1	0
P01033	1	1
O96559	0	1
P98066	1	1
A0A7J6K7I9	0	1
P13917	1	1
P01909	1	1
Q59Y31	1	1
Q6X4U4	1	1
Q8T0W0	1	1
Q8WPJ2	1	1
P09586	1	1
Q9NTU7	1	1
Q6TPK4	1	1
P28770	1	1
P45478	1	1
Q8TDQ1	1	1
Q86T13	1	1
P08514	1	1
P19034	1	1
B9A8D7	1	1
B5LZ79	1	1
O75462	0	1
P01920	0	1
P54660	1	1
P11150	1	1
Q6ZSA7	0	1
P19324	1	1
P52706	1	1
P09341	1	1
P15261	1	1
P15226	1	1
P10124	1	1
P86798	1	1
P11911	1	1
P19594	1	1
O14791	1	1
U6BLZ9	0	1
P84688	1	1
P02230	1	1
Q3UN54	1	1
Q08481	0	1
B3STN7	1	1
Q8N441	1	1
P48765	0	1
P10820	1	1
A0A0F7YYX3	1	1
P48439	1	1
Q5KQS4	1	1
P11438	1	1
G4V4F9	1	1
P25291	1	1
Q13651	1	1
Q40975	1	1
Q5PP12	1	1
Q90W22	1	1
Q16552	1	1
Q92643	1	1
Q8BPM6	0	1
Q15399	1	1
Q9BZW8	1	1
P39037	1	1
E0XKJ8	1	1
P02659	1	1
P15516	1	1
Q16627	1	1
Q63415	0	1
P33681	0	1
P25403	1	1
Q92563	1	1
C7G3K3	1	1
Q9NRM6	0	1
P84777	1	1
Q09098	1	1
O48818	1	1
Q6UW88	0	1
O42720	1	1
P35495	1	1
Q99013	1	1
C0H9B6	1	1
Q7Z1K3	1	1
Q9YH85	0	1
Q90ZY0	1	1
P86407	1	1
P26842	1	1
P02763	1	1
Q9VG55	1	1
P34998	1	1
P83869	1	1
P0DQC1	1	1
Q8JFQ0	1	1
P48819	1	1
P83508	1	1
Q06153	1	1
P15196	1	1
Q8T0W8	1	1
P15247	0	1
Q64385	1	1
P55057	1	1
E9NX73	1	1
Q96BF3	1	1
F1RRV3	1	1
P02896	0	1
P01221	1	1
Q7Q7R8	1	1
P02780	1	1
Q9U8X3	1	1
Q14802	1	1
P29320	1	1
P04844	1	1
Q9Z0L3	1	1
Q9UHF4	1	1
B4FZ87	1	1
P18684	1	1
D4A540	1	1
Q8I817	1	1
P02703	1	1
Q5BGU9	1	1
C0HL38	1	1
O00105	1	1
P86009	0	1
P55203	0	1
F2QXM5	1	1
P0DQE1	1	1
P23044	1	1
Q05359	1	1
Q9XSW3	1	1
P0CX77	1	1
Q8MMH3	1	1
Q7M418	1	1
Q6UWJ8	1	1
P20740	0	1
P85261	1	1
M1MR49	1	1
Q8BHP7	1	1
P80109	1	1
Q56S59	1	1
P19427	1	1
O54861	1	1
G3MYZ3	1	1
P59665	1	1
P01027	1	1
Q76CA2	1	1
P36980	1	1
Q9P2K2	0	1
P12872	1	1
Q6UXB8	1	1
Q6XE38	0	1
P18428	1	1
O02826	1	1
O76942	0	1
Q10NX8	1	1
P81264	1	1
P22301	1	1
P0DSJ6	1	1
Q9U943	1	1
Q9Z0M9	1	1
Q9Y4X3	1	1
Q02083	1	1
P01139	0	1
Q60GF7	1	1
P82187	1	1
P07204	1	1
P0DUT5	1	1
P55000	1	1
Q16927	0	1
P79263	1	1
Q9BX93	1	1
O75711	1	1
B1P0S1	1	1
Q27441	1	1
P08603	1	1
P09230	1	1
P40259	1	1
P17715	1	1
P68248	1	1
P02760	1	1
O00206	0	1
P47710	1	1
Q9SU40	1	1
Q99935	1	1
F1N5C8	1	1
Q02942	1	1
Q86YD3	1	1
B3STN5	0	1
Q9D6Y1	1	1
Q23997	1	1
Q07092	1	1
P0C1X6	1	1
P32803	1	1
Q9P0V8	1	1
Q8NK90	1	1
P25942	1	1
P45561	1	1
P00533	1	1
P81160	1	1
Q95P90	1	1
Q75WF2	0	1
Q53NL5	1	1
O95866	0	1
P06028	1	1
Q9Y5Q6	0	1
P20013	1	1
P01833	1	1
Q6UX52	0	1
P02702	1	1
Q5XM24	1	1
Q86YL7	1	1
P31025	1	1
P04639	1	1
Q6UWI4	1	1
Q9UBP4	1	1
P0DUQ6	1	1
P14209	1	1
P79208	1	1
P05367	1	1
P31723	1	1
P16150	1	1
Q05928	1	1
Q9R1T7	1	1
